0	0
1	1
2	0
3	1
4	2
5	1
6	177
7	473
8	200
9	2
10	1
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	7
20	2
21	0
22	2
23	0
24	0
25	2
26	0
27	0
28	1
29	1
30	0
31	2
32	3
33	2
34	3
35	2
36	1
37	0
38	1
39	6
40	6
41	0
42	2
43	0
44	3
45	14
46	0
47	1
48	1
49	0
50	0
51	13
52	8
53	13
54	14
55	8
56	13
57	3
58	1
59	1
60	1
61	0
62	0
63	0
64	0
65	7
66	3
67	2
68	14
69	1
70	0
71	14
72	9
73	2
74	4
75	2
76	9
77	21
78	3
79	2
80	15
81	18
82	8
83	6
84	2
85	0
86	2
87	3
88	3
89	2
90	14
91	15
92	13
93	12
94	1
95	1
96	0
97	4
98	1
99	0
100	0
101	0
102	8
103	3
104	2
105	1
106	8
107	4
108	2
109	0
110	0
111	0
112	0
113	2
114	27
115	1
116	1
117	15
118	4
119	0
120	0
121	0
122	0
123	15
124	1
125	1
126	8
127	11
128	9
129	10
130	1
131	1
132	2
133	1
134	5
135	7
136	9
137	4
138	0
139	0
140	1
141	2
142	0
143	0
144	0
145	0
146	2
147	1
148	3
149	3
150	2
151	10
152	13
153	1
154	0
155	0
156	1
157	1
158	1
159	8
160	21
161	2
162	1
163	1
164	0
165	2
166	1
167	0
168	1
169	3
170	4
171	3
172	3
173	7
174	7
175	14
176	12
177	9
178	12
179	24
180	30
181	16
182	6
183	2
184	0
185	0
186	0
187	2
188	1
189	1
190	2
191	1
192	1
193	3
194	10
195	6
196	2
197	9
198	2
199	0
200	0
201	0
202	1
203	4
204	5
205	31
206	33
207	3
208	2
209	0
210	0
211	2
212	0
213	1
214	6
215	7
216	28
217	24
218	0
219	1
220	0
221	0
222	0
223	3
224	5
225	8
226	318
227	184
228	3
229	1
230	0
231	0
232	0
233	0
234	1
235	1
236	3
237	2
238	0
239	2
240	1
241	0
242	0
243	1
244	1
245	0
246	0
247	1
248	0
249	3
250	1
251	1
252	3
253	1
254	1
255	0
256	3
257	4
258	1
259	0
260	0
261	0
262	10
263	6
264	1
265	0
266	0
267	6
268	4
269	2
270	2
271	9
272	170
273	77
274	6
275	7
276	1
277	0
278	0
279	0
280	1
281	3
282	10
283	6
284	0
285	0
286	0
287	0
288	1
289	8
290	2
291	23
292	20
293	2
294	0
295	19
296	18
297	1
298	1
299	2
300	1
301	0
302	3
303	6
304	3
305	0
306	0
307	2
308	12
309	4
310	9
311	9
312	2
313	9
314	7
315	0
316	3
317	24
318	83
319	26
320	22
321	14
322	3
323	0
324	0
325	0
326	0
327	2
328	7
329	0
330	0
331	1
332	1
333	1
334	2
335	8
336	0
337	1
338	1
339	0
340	1
341	6
342	5
343	4
344	3
345	2
346	0
347	0
348	1
349	0
350	0
351	0
352	0
353	1
354	6
355	4
356	16
357	19
358	3
359	2
360	2
361	10
362	37
363	73
364	128
365	84
366	252
367	124
368	0
369	0
370	1
371	0
372	1
373	3
374	1
375	9
376	12
377	0
378	0
379	0
380	4
381	3
382	0
383	1
384	0
385	0
386	1
387	1
388	8
389	10
390	2
391	3
392	0
393	2
394	3
395	0
396	0
397	0
398	0
399	1
400	5
401	0
402	0
403	1
404	2
405	14
406	16
407	41
408	78
409	7
410	13
411	128
412	391
413	564
414	0
415	1
416	5
417	5
418	1
419	21
420	3
421	0
422	2
423	0
424	0
425	4
426	4
427	1
428	0
429	3
430	0
431	0
432	0
433	6
434	7
435	28
436	17
437	2
438	1
439	7
440	0
441	0
442	2
443	11
444	1
445	11
446	15
447	0
448	0
449	0
450	0
451	0
452	0
453	3
454	2
455	2
456	2
457	5
458	87
459	630
460	0
461	1
462	0
463	2
464	1
465	17
466	0
467	0
468	0
469	0
470	1
471	1
472	1
473	4
474	3
475	3
476	2
477	2
478	2
479	6
480	15
481	18
482	7
483	2
484	12
485	9
486	1
487	1
488	0
489	10
490	2
491	1
492	3
493	0
494	0
495	4
496	3
497	0
498	0
499	8
500	2
501	10
502	8
503	4
504	38
505	23
506	6
507	0
508	4
509	4
510	0
511	2
512	2
513	1
514	2
515	9
516	9
517	28
518	340
519	339
520	35
521	31
522	4
523	1
524	9
525	7
526	10
527	8
528	9
529	3
530	9
531	9
532	5
533	0
534	0
535	2
536	3
537	1
538	2
539	0
540	0
541	2
542	0
543	0
544	4
545	21
546	10
547	2
548	1
549	2
550	1
551	1
552	1
553	0
554	6
555	2
556	2
557	2
558	2
559	3
560	1
561	1
562	1
563	41
564	130
565	138
566	42
567	40
568	9
569	11
570	32
571	41
572	656
573	565
574	21
575	35
576	14
577	2
578	1
579	0
580	1
581	3
582	11
583	6
584	4
585	6
586	4
587	2
588	1
589	2
590	11
591	32
592	16
593	2
594	3
595	3
596	6
597	5
598	2
599	0
600	1
601	1
602	0
603	0
604	0
605	3
606	5
607	2
608	0
609	1
610	6
611	23
612	17
613	17
614	9
615	6
616	19
617	20
618	1231
619	1472
620	56
621	90
622	29
623	1
624	2
625	2
626	5
627	1
628	3
629	3
630	0
631	1
632	4
633	4
634	9
635	4
636	23
637	231
638	219
639	9
640	5
641	3
642	6
643	4
644	6
645	6
646	0
647	0
648	1
649	5
650	1
651	1
652	3
653	2
654	2
655	2
656	11
657	22
658	7
659	9
660	12
661	9
662	21
663	24
664	179
665	287
666	271
667	327
668	420
669	94
670	3
671	22
672	13
673	1
674	4
675	7
676	0
677	1
678	7
679	14
680	15
681	17
682	27
683	596
684	537
685	29
686	12
687	10
688	7
689	1
690	4
691	12
692	14
693	6
694	7
695	11
696	0
697	1
698	1
699	0
700	4
701	14
702	22
703	15
704	1
705	8
706	6
707	13
708	406
709	518
710	843
711	584
712	367
713	411
714	1328
715	794
716	34
717	19
718	3
719	2
720	6
721	21
722	11
723	1
724	6
725	4
726	2
727	11
728	28
729	665
730	331
731	85
732	12
733	32
734	32
735	25
736	0
737	3
738	4
739	6
740	14
741	15
742	5
743	21
744	41
745	25
746	50
747	56
748	144
749	212
750	282
751	79
752	132
753	57
754	497
755	884
756	269
757	256
758	462
759	956
760	1429
761	607
762	40
763	4
764	28
765	24
766	27
767	19
768	1
769	1
770	1
771	3
772	2
773	2
774	118
775	1504
776	1053
777	315
778	17
779	43
780	17
781	0
782	0
783	1
784	4
785	3
786	3
787	3
788	4
789	8
790	12
791	16
792	3
793	5
794	28
795	82
796	453
797	1340
798	531
799	80
800	107
801	547
802	1508
803	1728
804	1696
805	4701
806	2292
807	471
808	120
809	64
810	62
811	2
812	10
813	17
814	41
815	12
816	5
817	4
818	2
819	5
820	5
821	72
822	161
823	50
824	28
825	3
826	0
827	2
828	0
829	0
830	4
831	6
832	1
833	4
834	7
835	10
836	6
837	9
838	4
839	51
840	42
841	38
842	66
843	1779
844	1241
845	145
846	563
847	1024
848	4401
849	8232
850	8863
851	7930
852	3987
853	361
854	105
855	45
856	35
857	10
858	23
859	19
860	44
861	14
862	12
863	6
864	4
865	1
866	4
867	14
868	6
869	7
870	15
871	4
872	3
873	5
874	0
875	0
876	2
877	11
878	47
879	14
880	9
881	8
882	7
883	9
884	38
885	126
886	39
887	57
888	88
889	163
890	715
891	2464
892	3843
893	5448
894	9329
895	9985
896	6480
897	969
898	307
899	31
900	44
901	43
902	9
903	5
904	26
905	41
906	56
907	39
908	35
909	22
910	6
911	6
912	6
913	6
914	20
915	6
916	20
917	19
918	3
919	3
920	1
921	0
922	3
923	18
924	68
925	37
926	2
927	3
928	6
929	8
930	213
931	541
932	143
933	23
934	88
935	177
936	1172
937	4726
938	8138
939	18398
940	13921
941	6746
942	3016
943	355
944	261
945	139
946	61
947	10
948	8
949	7
950	1
951	4
952	14
953	2
954	1
955	1
956	1
957	2
958	2
959	1
960	4
961	3
962	4
963	16
964	18
965	2
966	10
967	1
968	4
969	8
970	2
971	0
972	2
973	3
974	1
975	8
976	35
977	204
978	38
979	109
980	815
981	1130
982	1761
983	3109
984	6754
985	16870
986	11480
987	4644
988	4338
989	1903
990	603
991	143
992	125
993	33
994	11
995	5
996	6
997	16
998	23
999	5
1000	6
1001	4
1002	1
1003	0
1004	0
1005	3
1006	5
1007	2
1008	24
1009	25
1010	12
1011	6
1012	11
1013	4
1014	4
1015	27
1016	142
1017	53
1018	8
1019	3
1020	1
1021	5
1022	9
1023	61
1024	69
1025	77
1026	1857
1027	2098
1028	487
1029	1132
1030	4028
1031	5256
1032	3989
1033	1529
1034	2590
1035	4636
1036	1562
1037	77
1038	12
1039	4
1040	17
1041	122
1042	10
1043	0
1044	0
1045	0
1046	0
1047	0
1048	2
1049	1
1050	108
1051	274
