460,113.700230558,30.2748045086,2300,0
461,113.730230558,30.2748045086,2300,1
462,113.760230558,30.2748045086,2300,0
463,113.790230558,30.2748045086,2300,0
464,113.820230558,30.2748045086,2300,0
465,113.850230558,30.2748045086,2300,5
466,113.880230558,30.2748045086,2300,0
467,113.910230558,30.2748045086,2300,0
468,113.940230558,30.2748045086,2300,0
469,113.970230558,30.2748045086,2300,0
470,114.000230558,30.2748045086,2300,0
471,114.030230558,30.2748045086,2300,0
472,114.060230558,30.2748045086,2300,0
473,114.090230558,30.2748045086,2300,0
474,114.120230558,30.2748045086,2300,0
475,114.150230558,30.2748045086,2300,0
476,114.180230558,30.2748045086,2300,0
477,114.210230558,30.2748045086,2300,0
478,114.240230558,30.2748045086,2300,1
479,114.270230558,30.2748045086,2300,1
480,114.300230558,30.2748045086,2300,3
481,114.330230558,30.2748045086,2300,5
482,114.360230558,30.2748045086,2300,1
483,114.390230558,30.2748045086,2300,0
484,114.420230558,30.2748045086,2300,0
485,114.450230558,30.2748045086,2300,1
486,114.480230558,30.2748045086,2300,0
487,114.510230558,30.2748045086,2300,0
488,114.540230558,30.2748045086,2300,0
489,114.570230558,30.2748045086,2300,1
490,114.600230558,30.2748045086,2300,1
491,114.630230558,30.2748045086,2300,1
492,114.660230558,30.2748045086,2300,1
493,114.690230558,30.2748045086,2300,0
494,114.720230558,30.2748045086,2300,0
495,114.750230558,30.2748045086,2300,0
496,114.780230558,30.2748045086,2300,0
497,114.810230558,30.2748045086,2300,0
498,114.840230558,30.2748045086,2300,0
499,114.870230558,30.2748045086,2300,1
500,114.900230558,30.2748045086,2300,0
501,114.930230558,30.2748045086,2300,2
502,114.960230558,30.2748045086,2300,1
503,114.990230558,30.2748045086,2300,0
504,115.020230558,30.2748045086,2300,4
505,115.050230558,30.2748045086,2300,2
506,113.700230558,30.3048045086,2300,4
507,113.730230558,30.3048045086,2300,0
508,113.760230558,30.3048045086,2300,0
509,113.790230558,30.3048045086,2300,0
510,113.820230558,30.3048045086,2300,0
511,113.850230558,30.3048045086,2300,0
512,113.880230558,30.3048045086,2300,0
513,113.910230558,30.3048045086,2300,0
514,113.940230558,30.3048045086,2300,0
515,113.970230558,30.3048045086,2300,1
516,114.000230558,30.3048045086,2300,1
517,114.030230558,30.3048045086,2300,2
518,114.060230558,30.3048045086,2300,30
519,114.090230558,30.3048045086,2300,31
520,114.120230558,30.3048045086,2300,5
521,114.150230558,30.3048045086,2300,2
522,114.180230558,30.3048045086,2300,0
523,114.210230558,30.3048045086,2300,0
524,114.240230558,30.3048045086,2300,1
525,114.270230558,30.3048045086,2300,0
526,114.300230558,30.3048045086,2300,4
527,114.330230558,30.3048045086,2300,1
528,114.360230558,30.3048045086,2300,2
529,114.390230558,30.3048045086,2300,0
530,114.420230558,30.3048045086,2300,0
531,114.450230558,30.3048045086,2300,2
532,114.480230558,30.3048045086,2300,1
533,114.510230558,30.3048045086,2300,0
534,114.540230558,30.3048045086,2300,0
535,114.570230558,30.3048045086,2300,0
536,114.600230558,30.3048045086,2300,0
537,114.630230558,30.3048045086,2300,0
538,114.660230558,30.3048045086,2300,1
539,114.690230558,30.3048045086,2300,0
540,114.720230558,30.3048045086,2300,0
541,114.750230558,30.3048045086,2300,0
542,114.780230558,30.3048045086,2300,0
543,114.810230558,30.3048045086,2300,0
544,114.840230558,30.3048045086,2300,1
545,114.870230558,30.3048045086,2300,6
546,114.900230558,30.3048045086,2300,1
547,114.930230558,30.3048045086,2300,0
548,114.960230558,30.3048045086,2300,0
549,114.990230558,30.3048045086,2300,0
550,115.020230558,30.3048045086,2300,0
551,115.050230558,30.3048045086,2300,0
552,113.700230558,30.3348045086,2300,1
553,113.730230558,30.3348045086,2300,0
554,113.760230558,30.3348045086,2300,1
555,113.790230558,30.3348045086,2300,0
556,113.820230558,30.3348045086,2300,0
557,113.850230558,30.3348045086,2300,1
558,113.880230558,30.3348045086,2300,1
