1,B2094452D669A6FB469C,马口,湖北省孝感市105省道,113.85591227214,30.549019639757,640,0712,42,258 640,服装服饰类公司,8008642098420000000,马口镇,汉川市,1,1,0,0,729
2,B2094452D468A5F5409D,时代金球影城,欢乐街汉正广场,113.86959852431,30.546426323785,627,0712,42,601 627,一般地点标志,8008642098420000000,马口镇,汉川市,1,1,1,0,1396
3,B2094451DB6BAAF44298,严家山白石湖,湖北省汉川市马口镇严家山,113.84132921007,30.540124511719,207,0712,42,194 207,度假疗养场所,8008642098420000000,马口镇,汉川市,1,1,1,0,1410
4,B2094452D564A5FC4292,大林家湾,湖北省孝感市105省道,113.87361083984,30.541809624566,627,0712,42,601 627,一般地点标志,8008642098420000000,马口镇,汉川市,1,1,1,0,1711
5,B2094451D56EA6FE479A,马口中学,湖北省孝感市汉川马口镇,113.85831787109,30.560185275608,52,0712,42,51 52,高等院校,8008642098420000000,马口镇,汉川市,0,0,0,0,1987
6,B2094452D66DA4F4449F,汉川三五零九学校,湖北省汉川市105省道,113.83920762804,30.554678548177,627,0712,42,601 627,一般地点标志,8008642098420000000,马口镇,汉川市,0,0,0,0,2091
7,B2094452D664A5F5459D,际华3509纺织有限公司,湖北省孝感市105省道,113.84077663845,30.556426323785,259,0712,42,258 259,工厂,8008642098420000000,马口镇,汉川市,1,1,0,0,2117
8,B2094452D56BA1FF489A,我的拖拉机厂,湖北省孝感市105省道,113.84133246528,30.557517903646,259,0712,42,258 259,工厂,8008642098420000000,马口镇,汉川市,1,1,1,0,2174
9,B2094451D66CA4FF4593,习大大家,火星路,113.83969943576,30.556743164062,627,0712,42,601 627,一般地点标志,8008642098420000000,马口镇,汉川市,0,0,0,0,2214
10,B2094652D76EA6FE4098,马口供电营业厅,,113.84262,30.55942,219,0712,None,19 219,其他,8008642098420000000,马口镇,汉川市,0,0,0,0,2270
11,B209475CD06FA0FC4399,马口烧烤,汉川市马口镇关公系马像(汉川二中),113.84271972,30.56155465,269,0712,None,64 269,烧烤,8008642098420000000,马口镇,汉川市,0,0,0,0,2466
12,B2094452D66CABFB4793,孝感市花溪镇,湖北省孝感市105省道,113.83561306424,30.555291612413,627,0712,42,601 627,一般地点标志,8008642098420000000,马口镇,汉川市,0,0,0,0,2403
13,B2094452D66CABFB499C,湖北省考感市花溪镇,湖北省孝感市花溪镇,113.83561306424,30.555291612413,627,0712,42,601 627,一般地点标志,8008642098420000000,马口镇,汉川市,0,0,0,0,2403
